"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00101682","케이케이","","E","감사보고서 (2019.12)","20200401002429","다산회계법인","20200401",""
"00101682","케이케이","","E","감사보고서 (2018.12)","20190403000558","다산회계법인","20190403",""
"00101682","케이케이","","E","감사보고서 (2017.12)","20180405000175","다산회계법인","20180405",""
"00101682","케이케이","","E","감사보고서 (2016.12)","20170322000236","다산회계법인","20170322",""
"00101682","케이케이","","E","감사보고서 (2015.12)","20160404002088","다산회계법인","20160404",""
"00101682","케이케이","","E","감사보고서 (2014.12)","20150401001113","다산회계법인","20150401",""
"00101682","케이케이","","E","감사보고서 (2013.12)","20140324000303","다산회계법인","20140324",""
"00101682","케이케이","","E","감사보고서 (2012.12)","20130403000266","다산회계법인","20130403",""
"00101682","케이케이","","E","감사보고서 (2011.12)","20120319000376","다산회계법인","20120319",""
"00101682","케이케이","","E","감사보고서 (2010.12)","20110321000433","다산회계법인","20110321",""
"00101682","케이케이","","E","감사보고서 (2009.12)","20100324000304","다산회계법인","20100324",""
"00101682","케이케이","","E","감사보고서 (2008.12)","20090401000518","다산회계법인","20090401",""
"00101682","케이케이","","E","감사보고서 (2007.12)","20080402000210","보람회계법인","20080402",""
"00101682","케이케이","","E","감사보고서 (2006.12)","20070328000228","보람회계법인","20070328",""
"00101682","케이케이","","E","[첨부정정]감사보고서 (2005.12)","20060412000222","보람회계법인","20060412",""
"00101682","케이케이","","E","감사보고서 (2005.12)","20060407001017","보람회계법인","20060407","정"
"00101682","케이케이","","E","감사보고서 (2004.12)","20050317000199","보람회계법인","20050317",""
"00101682","케이케이","","E","감사보고서 (2003.12)","20040319001046","보람회계법인","20040319",""
"00101682","케이케이","","E","감사보고서 (2002.12)","20030407000253","보람회계법인","20030407",""
"00101682","케이케이","","E","감사보고서 (2001.12)","20020409000589","서원회계법인","20020409",""
"00101682","케이케이","","E","감사보고서 (2000.12)","20010403000254","서원회계법인","20010403",""
"00101682","케이케이","","E","감사보고서 (1999.12)","20000417000188","서원회계법인","20000417",""
